param_id,param_apsim,value,group_id,set_id,set_script,set_pdes,set_pcat,do_manually
14,coldTT,4,rue,1011,kill,1% kill all the time,flat,Y
15,xSurfaceOMString,"0,2500,10000",rue,1011,kill,1% kill all the time,flat,Y
16,ySurfaceOMString,"1, 1, 1",rue,1011,kill,1% kill all the time,flat,Y
17,xMoistureString,"0,1,2",rue,1011,kill,1% kill all the time,flat,Y
18,yMoistureString,"1, 1, 1",rue,1011,kill,1% kill all the time,flat,Y
19,xTTString,"0,15,100",rue,1011,kill,1% kill all the time,flat,Y
20,yTTString,"1, 1, 1",rue,1011,kill,1% kill all the time,flat,Y
21,moistDaysBefore,14,xf,1011,kill,1% kill all the time,flat,Y
22,moistDaysAfter,1,xf,1011,kill,1% kill all the time,flat,Y
23,moistMaxLayers,2,xf,1011,kill,1% kill all the time,flat,Y
24,coldStage,4,xf,1011,kill,1% kill all the time,flat,Y
25,coldTT,4,xf,1011,kill,1% kill all the time,flat,Y
26,xSurfaceOMString,"0,2500,10000",xf,1011,kill,1% kill all the time,flat,Y
27,ySurfaceOMString,"1, 1, 1",xf,1011,kill,1% kill all the time,flat,Y
28,xMoistureString,"0,1,2",xf,1011,kill,1% kill all the time,flat,Y
29,yMoistureString,"1, 1, 1",xf,1011,kill,1% kill all the time,flat,Y
30,xTTString,"0,15,100",xf,1011,kill,1% kill all the time,flat,Y
31,yTTString,"1, 1, 1",xf,1011,kill,1% kill all the time,flat,Y
1,startStage,1,kill,1012,kill,2% kill all the time,flat,Y
2,endStage,3.5,kill,1012,kill,2% kill all the time,flat,Y
3,maxLayer,3,kill,1012,kill,2% kill all the time,flat,Y
4,moistLim,2,kill,1012,kill,2% kill all the time,flat,Y
5,tempLim,2,kill,1012,kill,2% kill all the time,flat,Y
6,xMoistString,"0, 0.5, 1.5, 2",kill,1012,kill,2% kill all the time,flat,Y
7,yMoistString,"0.02, 0.02, 0.02, 0.02",kill,1012,kill,2% kill all the time,flat,Y
8,xTempString,"-3.5, 0",kill,1012,kill,2% kill all the time,flat,Y
9,yTempString,"0, 0",kill,1012,kill,2% kill all the time,flat,Y
10,moistDaysBefore,14,rue,1012,kill,2% kill all the time,flat,Y
11,moistDaysAfter,1,rue,1012,kill,2% kill all the time,flat,Y
12,moistMaxLayers,2,rue,1012,kill,2% kill all the time,flat,Y
13,coldStage,4,rue,1012,kill,2% kill all the time,flat,Y
14,coldTT,4,rue,1012,kill,2% kill all the time,flat,Y
15,xSurfaceOMString,"0,2500,10000",rue,1012,kill,2% kill all the time,flat,Y
16,ySurfaceOMString,"1, 1, 1",rue,1012,kill,2% kill all the time,flat,Y
17,xMoistureString,"0,1,2",rue,1012,kill,2% kill all the time,flat,Y
18,yMoistureString,"1, 1, 1",rue,1012,kill,2% kill all the time,flat,Y
19,xTTString,"0,15,100",rue,1012,kill,2% kill all the time,flat,Y
20,yTTString,"1, 1, 1",rue,1012,kill,2% kill all the time,flat,Y
21,moistDaysBefore,14,xf,1012,kill,2% kill all the time,flat,Y
22,moistDaysAfter,1,xf,1012,kill,2% kill all the time,flat,Y
23,moistMaxLayers,2,xf,1012,kill,2% kill all the time,flat,Y
24,coldStage,4,xf,1012,kill,2% kill all the time,flat,Y
25,coldTT,4,xf,1012,kill,2% kill all the time,flat,Y
26,xSurfaceOMString,"0,2500,10000",xf,1012,kill,2% kill all the time,flat,Y
27,ySurfaceOMString,"1, 1, 1",xf,1012,kill,2% kill all the time,flat,Y
28,xMoistureString,"0,1,2",xf,1012,kill,2% kill all the time,flat,Y
29,yMoistureString,"1, 1, 1",xf,1012,kill,2% kill all the time,flat,Y
30,xTTString,"0,15,100",xf,1012,kill,2% kill all the time,flat,Y
31,yTTString,"1, 1, 1",xf,1012,kill,2% kill all the time,flat,Y
1,startStage,1,kill,1,no scripts,no scripts,no scripts,Y
2,endStage,3.5,kill,1,no scripts,no scripts,no scripts,Y
3,maxLayer,3,kill,1,no scripts,no scripts,no scripts,Y
4,moistLim,2,kill,1,no scripts,no scripts,no scripts,Y
5,tempLim,2,kill,1,no scripts,no scripts,no scripts,Y
6,xMoistString,"0, 0.5, 1, 1.5, 2",kill,1,no scripts,no scripts,no scripts,Y
7,yMoistString,"0, 0, 0, 0, 0",kill,1,no scripts,no scripts,no scripts,Y
8,xTempString,"-3.5, 0",kill,1,no scripts,no scripts,no scripts,Y
9,yTempString,"0, 0",kill,1,no scripts,no scripts,no scripts,Y
10,moistDaysBefore,14,rue,1,no scripts,no scripts,no scripts,Y
11,moistDaysAfter,1,rue,1,no scripts,no scripts,no scripts,Y
12,moistMaxLayers,2,rue,1,no scripts,no scripts,no scripts,Y
13,coldStage,4,rue,1,no scripts,no scripts,no scripts,Y
14,coldTT,4,rue,1,no scripts,no scripts,no scripts,Y
15,xSurfaceOMString,"0,2500,10000",rue,1,no scripts,no scripts,no scripts,Y
16,ySurfaceOMString,"1, 1, 1",rue,1,no scripts,no scripts,no scripts,Y
17,xMoistureString,"0,1,2",rue,1,no scripts,no scripts,no scripts,Y
18,yMoistureString,"1, 1, 1",rue,1,no scripts,no scripts,no scripts,Y
19,xTTString,"0,15,100",rue,1,no scripts,no scripts,no scripts,Y
20,yTTString,"1, 1, 1",rue,1,no scripts,no scripts,no scripts,Y
21,moistDaysBefore,14,xf,1,no scripts,no scripts,no scripts,Y
22,moistDaysAfter,1,xf,1,no scripts,no scripts,no scripts,Y
23,moistMaxLayers,2,xf,1,no scripts,no scripts,no scripts,Y
24,coldStage,4,xf,1,no scripts,no scripts,no scripts,Y
25,coldTT,4,xf,1,no scripts,no scripts,no scripts,Y
26,xSurfaceOMString,"0,2500,10000",xf,1,no scripts,no scripts,no scripts,Y
27,ySurfaceOMString,"1, 1, 1",xf,1,no scripts,no scripts,no scripts,Y
28,xMoistureString,"0,1,2",xf,1,no scripts,no scripts,no scripts,Y
29,yMoistureString,"1, 1, 1",xf,1,no scripts,no scripts,no scripts,Y
30,xTTString,"0,15,100",xf,1,no scripts,no scripts,no scripts,Y
31,yTTString,"1, 1, 1",xf,1,no scripts,no scripts,no scripts,Y
1,startStage,1,kill,1101,rue,"2.5-10 res pen, 4%",res,N
2,endStage,3.5,kill,1101,rue,"2.5-10 res pen, 4%",res,N
3,maxLayer,3,kill,1101,rue,"2.5-10 res pen, 4%",res,N
4,moistLim,2,kill,1101,rue,"2.5-10 res pen, 4%",res,N
5,tempLim,2,kill,1101,rue,"2.5-10 res pen, 4%",res,N
6,xMoistString,"0, 0.5, 1, 1.5, 2",kill,1101,rue,"2.5-10 res pen, 4%",res,N
7,yMoistString,"0, 0, 0, 0, 0",kill,1101,rue,"2.5-10 res pen, 4%",res,N
8,xTempString,"-3.5, 0",kill,1101,rue,"2.5-10 res pen, 4%",res,N
9,yTempString,"0, 0",kill,1101,rue,"2.5-10 res pen, 4%",res,N
10,moistDaysBefore,14,rue,1101,rue,"2.5-10 res pen, 4%",res,N
11,moistDaysAfter,1,rue,1101,rue,"2.5-10 res pen, 4%",res,N
12,moistMaxLayers,2,rue,1101,rue,"2.5-10 res pen, 4%",res,N
13,coldStage,4,rue,1101,rue,"2.5-10 res pen, 4%",res,N
14,coldTT,4,rue,1101,rue,"2.5-10 res pen, 4%",res,N
15,xSurfaceOMString,"0, 2500, 10000",rue,1101,rue,"2.5-10 res pen, 4%",res,N
16,ySurfaceOMString,"1, 1, 0.96",rue,1101,rue,"2.5-10 res pen, 4%",res,N
17,xMoistureString,"0, 1, 2",rue,1101,rue,"2.5-10 res pen, 4%",res,N
18,yMoistureString,"1, 1, 1",rue,1101,rue,"2.5-10 res pen, 4%",res,N
19,xTTString,"0, 15, 100",rue,1101,rue,"2.5-10 res pen, 4%",res,N
20,yTTString,"1, 1, 1",rue,1101,rue,"2.5-10 res pen, 4%",res,N
21,moistDaysBefore,14,xf,1101,rue,"2.5-10 res pen, 4%",res,N
22,moistDaysAfter,1,xf,1101,rue,"2.5-10 res pen, 4%",res,N
23,moistMaxLayers,2,xf,1101,rue,"2.5-10 res pen, 4%",res,N
24,coldStage,4,xf,1101,rue,"2.5-10 res pen, 4%",res,N
25,coldTT,4,xf,1101,rue,"2.5-10 res pen, 4%",res,N
26,xSurfaceOMString,"0,2500,10000",xf,1101,rue,"2.5-10 res pen, 4%",res,N
27,ySurfaceOMString,"1, 1, 1",xf,1101,rue,"2.5-10 res pen, 4%",res,N
28,xMoistureString,"0,1,2",xf,1101,rue,"2.5-10 res pen, 4%",res,N
29,yMoistureString,"1, 1, 1",xf,1101,rue,"2.5-10 res pen, 4%",res,N
30,xTTString,"0,15,100",xf,1101,rue,"2.5-10 res pen, 4%",res,N
31,yTTString,"1, 1, 1",xf,1101,rue,"2.5-10 res pen, 4%",res,N
1,startStage,1,kill,1102,rue,"0.5-10 res pen, 4%",res,N
2,endStage,3.5,kill,1102,rue,"0.5-10 res pen, 4%",res,N
3,maxLayer,3,kill,1102,rue,"0.5-10 res pen, 4%",res,N
4,moistLim,2,kill,1102,rue,"0.5-10 res pen, 4%",res,N
5,tempLim,2,kill,1102,rue,"0.5-10 res pen, 4%",res,N
6,xMoistString,"0, 0.5, 1, 1.5, 2",kill,1102,rue,"0.5-10 res pen, 4%",res,N
7,yMoistString,"0, 0, 0, 0, 0",kill,1102,rue,"0.5-10 res pen, 4%",res,N
8,xTempString,"-3.5, 0",kill,1102,rue,"0.5-10 res pen, 4%",res,N
9,yTempString,"0, 0",kill,1102,rue,"0.5-10 res pen, 4%",res,N
10,moistDaysBefore,14,rue,1102,rue,"0.5-10 res pen, 4%",res,N
11,moistDaysAfter,1,rue,1102,rue,"0.5-10 res pen, 4%",res,N
12,moistMaxLayers,2,rue,1102,rue,"0.5-10 res pen, 4%",res,N
13,coldStage,4,rue,1102,rue,"0.5-10 res pen, 4%",res,N
14,coldTT,4,rue,1102,rue,"0.5-10 res pen, 4%",res,N
15,xSurfaceOMString,"0, 500, 10000",rue,1102,rue,"0.5-10 res pen, 4%",res,N
16,ySurfaceOMString,"1, 1, 0.96",rue,1102,rue,"0.5-10 res pen, 4%",res,N
17,xMoistureString,"0, 1, 2",rue,1102,rue,"0.5-10 res pen, 4%",res,N
18,yMoistureString,"1, 1, 1",rue,1102,rue,"0.5-10 res pen, 4%",res,N
19,xTTString,"0, 15, 100",rue,1102,rue,"0.5-10 res pen, 4%",res,N
20,yTTString,"1, 1, 1",rue,1102,rue,"0.5-10 res pen, 4%",res,N
21,moistDaysBefore,14,xf,1102,rue,"0.5-10 res pen, 4%",res,N
22,moistDaysAfter,1,xf,1102,rue,"0.5-10 res pen, 4%",res,N
23,moistMaxLayers,2,xf,1102,rue,"0.5-10 res pen, 4%",res,N
24,coldStage,4,xf,1102,rue,"0.5-10 res pen, 4%",res,N
25,coldTT,4,xf,1102,rue,"0.5-10 res pen, 4%",res,N
26,xSurfaceOMString,"0,2500,10000",xf,1102,rue,"0.5-10 res pen, 4%",res,N
27,ySurfaceOMString,"1, 1, 1",xf,1102,rue,"0.5-10 res pen, 4%",res,N
28,xMoistureString,"0,1,2",xf,1102,rue,"0.5-10 res pen, 4%",res,N
29,yMoistureString,"1, 1, 1",xf,1102,rue,"0.5-10 res pen, 4%",res,N
30,xTTString,"0,15,100",xf,1102,rue,"0.5-10 res pen, 4%",res,N
31,yTTString,"1, 1, 1",xf,1102,rue,"0.5-10 res pen, 4%",res,N
1,startStage,1,kill,1103,rue,"0.5-2.5, 10 res pen, 4%",res,N
2,endStage,3.5,kill,1103,rue,"0.5-2.5, 10 res pen, 4%",res,N
3,maxLayer,3,kill,1103,rue,"0.5-2.5, 10 res pen, 4%",res,N
4,moistLim,2,kill,1103,rue,"0.5-2.5, 10 res pen, 4%",res,N
5,tempLim,2,kill,1103,rue,"0.5-2.5, 10 res pen, 4%",res,N
6,xMoistString,"0, 0.5, 1, 1.5, 2",kill,1103,rue,"0.5-2.5, 10 res pen, 4%",res,N
7,yMoistString,"0, 0, 0, 0, 0",kill,1103,rue,"0.5-2.5, 10 res pen, 4%",res,N
8,xTempString,"-3.5, 0",kill,1103,rue,"0.5-2.5, 10 res pen, 4%",res,N
9,yTempString,"0, 0",kill,1103,rue,"0.5-2.5, 10 res pen, 4%",res,N
10,moistDaysBefore,14,rue,1103,rue,"0.5-2.5, 10 res pen, 4%",res,N
11,moistDaysAfter,1,rue,1103,rue,"0.5-2.5, 10 res pen, 4%",res,N
12,moistMaxLayers,2,rue,1103,rue,"0.5-2.5, 10 res pen, 4%",res,N
13,coldStage,4,rue,1103,rue,"0.5-2.5, 10 res pen, 4%",res,N
14,coldTT,4,rue,1103,rue,"0.5-2.5, 10 res pen, 4%",res,N
15,xSurfaceOMString,"0, 500, 2500, 10000",rue,1103,rue,"0.5-2.5, 10 res pen, 4%",res,N
16,ySurfaceOMString,"1, 1, 0.96, 0.96",rue,1103,rue,"0.5-2.5, 10 res pen, 4%",res,N
17,xMoistureString,"0, 1, 2",rue,1103,rue,"0.5-2.5, 10 res pen, 4%",res,N
18,yMoistureString,"1, 1, 1",rue,1103,rue,"0.5-2.5, 10 res pen, 4%",res,N
19,xTTString,"0, 15, 100",rue,1103,rue,"0.5-2.5, 10 res pen, 4%",res,N
20,yTTString,"1, 1, 1",rue,1103,rue,"0.5-2.5, 10 res pen, 4%",res,N
21,moistDaysBefore,14,xf,1103,rue,"0.5-2.5, 10 res pen, 4%",res,N
22,moistDaysAfter,1,xf,1103,rue,"0.5-2.5, 10 res pen, 4%",res,N
23,moistMaxLayers,2,xf,1103,rue,"0.5-2.5, 10 res pen, 4%",res,N
24,coldStage,4,xf,1103,rue,"0.5-2.5, 10 res pen, 4%",res,N
25,coldTT,4,xf,1103,rue,"0.5-2.5, 10 res pen, 4%",res,N
26,xSurfaceOMString,"0,2500,10000",xf,1103,rue,"0.5-2.5, 10 res pen, 4%",res,N
27,ySurfaceOMString,"1, 1, 1",xf,1103,rue,"0.5-2.5, 10 res pen, 4%",res,N
28,xMoistureString,"0,1,2",xf,1103,rue,"0.5-2.5, 10 res pen, 4%",res,N
29,yMoistureString,"1, 1, 1",xf,1103,rue,"0.5-2.5, 10 res pen, 4%",res,N
30,xTTString,"0,15,100",xf,1103,rue,"0.5-2.5, 10 res pen, 4%",res,N
31,yTTString,"1, 1, 1",xf,1103,rue,"0.5-2.5, 10 res pen, 4%",res,N
1,startStage,1,kill,1104,rue,"0.5-2.5, 10 res pen, 10%",res,N
2,endStage,3.5,kill,1104,rue,"0.5-2.5, 10 res pen, 10%",res,N
3,maxLayer,3,kill,1104,rue,"0.5-2.5, 10 res pen, 10%",res,N
4,moistLim,2,kill,1104,rue,"0.5-2.5, 10 res pen, 10%",res,N
5,tempLim,2,kill,1104,rue,"0.5-2.5, 10 res pen, 10%",res,N
6,xMoistString,"0, 0.5, 1, 1.5, 2",kill,1104,rue,"0.5-2.5, 10 res pen, 10%",res,N
7,yMoistString,"0, 0, 0, 0, 0",kill,1104,rue,"0.5-2.5, 10 res pen, 10%",res,N
8,xTempString,"-3.5, 0",kill,1104,rue,"0.5-2.5, 10 res pen, 10%",res,N
9,yTempString,"0, 0",kill,1104,rue,"0.5-2.5, 10 res pen, 10%",res,N
10,moistDaysBefore,14,rue,1104,rue,"0.5-2.5, 10 res pen, 10%",res,N
11,moistDaysAfter,1,rue,1104,rue,"0.5-2.5, 10 res pen, 10%",res,N
12,moistMaxLayers,2,rue,1104,rue,"0.5-2.5, 10 res pen, 10%",res,N
13,coldStage,4,rue,1104,rue,"0.5-2.5, 10 res pen, 10%",res,N
14,coldTT,4,rue,1104,rue,"0.5-2.5, 10 res pen, 10%",res,N
15,xSurfaceOMString,"0, 500, 2500, 10000",rue,1104,rue,"0.5-2.5, 10 res pen, 10%",res,N
16,ySurfaceOMString,"1, 1, 0.9, 0.9",rue,1104,rue,"0.5-2.5, 10 res pen, 10%",res,N
17,xMoistureString,"0, 1, 2",rue,1104,rue,"0.5-2.5, 10 res pen, 10%",res,N
18,yMoistureString,"1, 1, 1",rue,1104,rue,"0.5-2.5, 10 res pen, 10%",res,N
19,xTTString,"0, 15, 100",rue,1104,rue,"0.5-2.5, 10 res pen, 10%",res,N
20,yTTString,"1, 1, 1",rue,1104,rue,"0.5-2.5, 10 res pen, 10%",res,N
21,moistDaysBefore,14,xf,1104,rue,"0.5-2.5, 10 res pen, 10%",res,N
22,moistDaysAfter,1,xf,1104,rue,"0.5-2.5, 10 res pen, 10%",res,N
23,moistMaxLayers,2,xf,1104,rue,"0.5-2.5, 10 res pen, 10%",res,N
24,coldStage,4,xf,1104,rue,"0.5-2.5, 10 res pen, 10%",res,N
25,coldTT,4,xf,1104,rue,"0.5-2.5, 10 res pen, 10%",res,N
26,xSurfaceOMString,"0,2500,10000",xf,1104,rue,"0.5-2.5, 10 res pen, 10%",res,N
27,ySurfaceOMString,"1, 1, 1",xf,1104,rue,"0.5-2.5, 10 res pen, 10%",res,N
28,xMoistureString,"0,1,2",xf,1104,rue,"0.5-2.5, 10 res pen, 10%",res,N
29,yMoistureString,"1, 1, 1",xf,1104,rue,"0.5-2.5, 10 res pen, 10%",res,N
30,xTTString,"0,15,100",xf,1104,rue,"0.5-2.5, 10 res pen, 10%",res,N
31,yTTString,"1, 1, 1",xf,1104,rue,"0.5-2.5, 10 res pen, 10%",res,N
1,startStage,1,kill,1105,rue,"0.5-5, 10 res pen, 10%",res,N
2,endStage,3.5,kill,1105,rue,"0.5-5, 10 res pen, 10%",res,N
3,maxLayer,3,kill,1105,rue,"0.5-5, 10 res pen, 10%",res,N
4,moistLim,2,kill,1105,rue,"0.5-5, 10 res pen, 10%",res,N
5,tempLim,2,kill,1105,rue,"0.5-5, 10 res pen, 10%",res,N
6,xMoistString,"0, 0.5, 1, 1.5, 2",kill,1105,rue,"0.5-5, 10 res pen, 10%",res,N
7,yMoistString,"0, 0, 0, 0, 0",kill,1105,rue,"0.5-5, 10 res pen, 10%",res,N
8,xTempString,"-3.5, 0",kill,1105,rue,"0.5-5, 10 res pen, 10%",res,N
9,yTempString,"0, 0",kill,1105,rue,"0.5-5, 10 res pen, 10%",res,N
10,moistDaysBefore,14,rue,1105,rue,"0.5-5, 10 res pen, 10%",res,N
11,moistDaysAfter,1,rue,1105,rue,"0.5-5, 10 res pen, 10%",res,N
12,moistMaxLayers,2,rue,1105,rue,"0.5-5, 10 res pen, 10%",res,N
13,coldStage,4,rue,1105,rue,"0.5-5, 10 res pen, 10%",res,N
14,coldTT,4,rue,1105,rue,"0.5-5, 10 res pen, 10%",res,N
15,xSurfaceOMString,"0, 500, 5000, 10000",rue,1105,rue,"0.5-5, 10 res pen, 10%",res,N
16,ySurfaceOMString,"1, 1, 0.9, 0.9",rue,1105,rue,"0.5-5, 10 res pen, 10%",res,N
17,xMoistureString,"0, 1, 2",rue,1105,rue,"0.5-5, 10 res pen, 10%",res,N
18,yMoistureString,"1, 1, 1",rue,1105,rue,"0.5-5, 10 res pen, 10%",res,N
19,xTTString,"0, 15, 100",rue,1105,rue,"0.5-5, 10 res pen, 10%",res,N
20,yTTString,"1, 1, 1",rue,1105,rue,"0.5-5, 10 res pen, 10%",res,N
21,moistDaysBefore,14,xf,1105,rue,"0.5-5, 10 res pen, 10%",res,N
22,moistDaysAfter,1,xf,1105,rue,"0.5-5, 10 res pen, 10%",res,N
23,moistMaxLayers,2,xf,1105,rue,"0.5-5, 10 res pen, 10%",res,N
24,coldStage,4,xf,1105,rue,"0.5-5, 10 res pen, 10%",res,N
25,coldTT,4,xf,1105,rue,"0.5-5, 10 res pen, 10%",res,N
26,xSurfaceOMString,"0,2500,10000",xf,1105,rue,"0.5-5, 10 res pen, 10%",res,N
27,ySurfaceOMString,"1, 1, 1",xf,1105,rue,"0.5-5, 10 res pen, 10%",res,N
28,xMoistureString,"0,1,2",xf,1105,rue,"0.5-5, 10 res pen, 10%",res,N
29,yMoistureString,"1, 1, 1",xf,1105,rue,"0.5-5, 10 res pen, 10%",res,N
30,xTTString,"0,15,100",xf,1105,rue,"0.5-5, 10 res pen, 10%",res,N
31,yTTString,"1, 1, 1",xf,1105,rue,"0.5-5, 10 res pen, 10%",res,N
1,startStage,1,kill,1106,rue,10% rue red all the time,flat,Y
2,endStage,3.5,kill,1106,rue,10% rue red all the time,flat,Y
3,maxLayer,3,kill,1106,rue,10% rue red all the time,flat,Y
4,moistLim,2,kill,1106,rue,10% rue red all the time,flat,Y
5,tempLim,2,kill,1106,rue,10% rue red all the time,flat,Y
6,xMoistString,"0, 0.5, 1, 1.5, 2",kill,1106,rue,10% rue red all the time,flat,Y
7,yMoistString,"0, 0, 0, 0, 0",kill,1106,rue,10% rue red all the time,flat,Y
8,xTempString,"-3.5, 0",kill,1106,rue,10% rue red all the time,flat,Y
9,yTempString,"0, 0",kill,1106,rue,10% rue red all the time,flat,Y
10,moistDaysBefore,14,rue,1106,rue,10% rue red all the time,flat,Y
11,moistDaysAfter,1,rue,1106,rue,10% rue red all the time,flat,Y
12,moistMaxLayers,2,rue,1106,rue,10% rue red all the time,flat,Y
13,coldStage,4,rue,1106,rue,10% rue red all the time,flat,Y
14,coldTT,4,rue,1106,rue,10% rue red all the time,flat,Y
15,xSurfaceOMString,"0, 500, 5000, 10000",rue,1106,rue,10% rue red all the time,flat,Y
16,ySurfaceOMString,"0.9, 0.9, 0.9, 0.9",rue,1106,rue,10% rue red all the time,flat,Y
17,xMoistureString,"0, 1, 2",rue,1106,rue,10% rue red all the time,flat,Y
18,yMoistureString,"1, 1, 1",rue,1106,rue,10% rue red all the time,flat,Y
19,xTTString,"0, 15, 100",rue,1106,rue,10% rue red all the time,flat,Y
20,yTTString,"1, 1, 1",rue,1106,rue,10% rue red all the time,flat,Y
21,moistDaysBefore,14,xf,1106,rue,10% rue red all the time,flat,Y
22,moistDaysAfter,1,xf,1106,rue,10% rue red all the time,flat,Y
23,moistMaxLayers,2,xf,1106,rue,10% rue red all the time,flat,Y
24,coldStage,4,xf,1106,rue,10% rue red all the time,flat,Y
25,coldTT,4,xf,1106,rue,10% rue red all the time,flat,Y
26,xSurfaceOMString,"0,2500,10000",xf,1106,rue,10% rue red all the time,flat,Y
27,ySurfaceOMString,"1, 1, 1",xf,1106,rue,10% rue red all the time,flat,Y
28,xMoistureString,"0,1,2",xf,1106,rue,10% rue red all the time,flat,Y
29,yMoistureString,"1, 1, 1",xf,1106,rue,10% rue red all the time,flat,Y
30,xTTString,"0,15,100",xf,1106,rue,10% rue red all the time,flat,Y
31,yTTString,"1, 1, 1",xf,1106,rue,10% rue red all the time,flat,Y
1,startStage,1,kill,1107,rue,5% rue red all the time,flat,Y
2,endStage,3.5,kill,1107,rue,5% rue red all the time,flat,Y
3,maxLayer,3,kill,1107,rue,5% rue red all the time,flat,Y
4,moistLim,2,kill,1107,rue,5% rue red all the time,flat,Y
5,tempLim,2,kill,1107,rue,5% rue red all the time,flat,Y
6,xMoistString,"0, 0.5, 1, 1.5, 2",kill,1107,rue,5% rue red all the time,flat,Y
7,yMoistString,"0, 0, 0, 0, 0",kill,1107,rue,5% rue red all the time,flat,Y
8,xTempString,"-3.5, 0",kill,1107,rue,5% rue red all the time,flat,Y
9,yTempString,"0, 0",kill,1107,rue,5% rue red all the time,flat,Y
10,moistDaysBefore,14,rue,1107,rue,5% rue red all the time,flat,Y
11,moistDaysAfter,1,rue,1107,rue,5% rue red all the time,flat,Y
12,moistMaxLayers,2,rue,1107,rue,5% rue red all the time,flat,Y
13,coldStage,4,rue,1107,rue,5% rue red all the time,flat,Y
14,coldTT,4,rue,1107,rue,5% rue red all the time,flat,Y
15,xSurfaceOMString,"0, 500, 5000, 10000",rue,1107,rue,5% rue red all the time,flat,Y
16,ySurfaceOMString,"0.95, 0.95, 0.95, 0.95",rue,1107,rue,5% rue red all the time,flat,Y
17,xMoistureString,"0, 1, 2",rue,1107,rue,5% rue red all the time,flat,Y
18,yMoistureString,"1, 1, 1",rue,1107,rue,5% rue red all the time,flat,Y
19,xTTString,"0, 15, 100",rue,1107,rue,5% rue red all the time,flat,Y
20,yTTString,"1, 1, 1",rue,1107,rue,5% rue red all the time,flat,Y
21,moistDaysBefore,14,xf,1107,rue,5% rue red all the time,flat,Y
22,moistDaysAfter,1,xf,1107,rue,5% rue red all the time,flat,Y
23,moistMaxLayers,2,xf,1107,rue,5% rue red all the time,flat,Y
24,coldStage,4,xf,1107,rue,5% rue red all the time,flat,Y
25,coldTT,4,xf,1107,rue,5% rue red all the time,flat,Y
26,xSurfaceOMString,"0,2500,10000",xf,1107,rue,5% rue red all the time,flat,Y
27,ySurfaceOMString,"1, 1, 1",xf,1107,rue,5% rue red all the time,flat,Y
28,xMoistureString,"0,1,2",xf,1107,rue,5% rue red all the time,flat,Y
29,yMoistureString,"1, 1, 1",xf,1107,rue,5% rue red all the time,flat,Y
30,xTTString,"0,15,100",xf,1107,rue,5% rue red all the time,flat,Y
31,yTTString,"1, 1, 1",xf,1107,rue,5% rue red all the time,flat,Y
1,startStage,1,kill,1201,xf,"1-2, wet pen 5%",wet,N
2,endStage,3.5,kill,1201,xf,"1-2, wet pen 5%",wet,N
3,maxLayer,3,kill,1201,xf,"1-2, wet pen 5%",wet,N
4,moistLim,2,kill,1201,xf,"1-2, wet pen 5%",wet,N
5,tempLim,2,kill,1201,xf,"1-2, wet pen 5%",wet,N
6,xMoistString,"0, 0.5, 1, 1.5, 2",kill,1201,xf,"1-2, wet pen 5%",wet,N
7,yMoistString,"0, 0, 0, 0, 0",kill,1201,xf,"1-2, wet pen 5%",wet,N
8,xTempString,"-3.5, 0",kill,1201,xf,"1-2, wet pen 5%",wet,N
9,yTempString,"0, 0",kill,1201,xf,"1-2, wet pen 5%",wet,N
10,moistDaysBefore,14,rue,1201,xf,"1-2, wet pen 5%",wet,N
11,moistDaysAfter,1,rue,1201,xf,"1-2, wet pen 5%",wet,N
12,moistMaxLayers,2,rue,1201,xf,"1-2, wet pen 5%",wet,N
13,coldStage,4,rue,1201,xf,"1-2, wet pen 5%",wet,N
14,coldTT,4,rue,1201,xf,"1-2, wet pen 5%",wet,N
15,xSurfaceOMString,"0, 500, 2500, 10000",rue,1201,xf,"1-2, wet pen 5%",wet,N
16,ySurfaceOMString,"1, 1, 1, 1",rue,1201,xf,"1-2, wet pen 5%",wet,N
17,xMoistureString,"0, 1, 2",rue,1201,xf,"1-2, wet pen 5%",wet,N
18,yMoistureString,"1, 1, 1",rue,1201,xf,"1-2, wet pen 5%",wet,N
19,xTTString,"0, 15, 100",rue,1201,xf,"1-2, wet pen 5%",wet,N
20,yTTString,"1, 1, 1",rue,1201,xf,"1-2, wet pen 5%",wet,N
21,moistDaysBefore,14,xf,1201,xf,"1-2, wet pen 5%",wet,N
22,moistDaysAfter,1,xf,1201,xf,"1-2, wet pen 5%",wet,N
23,moistMaxLayers,2,xf,1201,xf,"1-2, wet pen 5%",wet,N
24,coldStage,4,xf,1201,xf,"1-2, wet pen 5%",wet,N
25,coldTT,4,xf,1201,xf,"1-2, wet pen 5%",wet,N
26,xSurfaceOMString,"0, 2500, 10000",xf,1201,xf,"1-2, wet pen 5%",wet,N
27,ySurfaceOMString,"1, 1, 1",xf,1201,xf,"1-2, wet pen 5%",wet,N
28,xMoistureString,"0, 1, 2",xf,1201,xf,"1-2, wet pen 5%",wet,N
29,yMoistureString,"1, 1, 0.95",xf,1201,xf,"1-2, wet pen 5%",wet,N
30,xTTString,"1, 15, 100",xf,1201,xf,"1-2, wet pen 5%",wet,N
31,yTTString,"1, 1, 1",xf,1201,xf,"1-2, wet pen 5%",wet,N
1,startStage,1,kill,1202,xf,"1-2, wet pen 10%",wet,N
2,endStage,3.5,kill,1202,xf,"1-2, wet pen 10%",wet,N
3,maxLayer,3,kill,1202,xf,"1-2, wet pen 10%",wet,N
